Category:Books_by_Nicholas_Goodrick-Clarke,Black_Sun_(Goodrick-Clarke_book)|The_Occult_Roots_of_Nazism
Category:1756_books,A_Vindication_of_Natural_Society|The_History_of_England_(Hume_book)|The_Doctrine_of_Chances|The_Plays_of_William_Shakespeare|Versuch_einer_gründlichen_Violinschule|The_Natural_History_of_Aleppo
Category:Books_by_Maya_Angelou,The_Heart_of_a_Woman|Gather_Together_in_My_Name|Singin'_and_Swingin'_and_Gettin'_Merry_like_Christmas|I_Know_Why_the_Caged_Bird_Sings|And_Still_I_Rise|Just_Give_Me_a_Cool_Drink_of_Water_'fore_I_Diiie|All_God's_Children_Need_Traveling_Shoes|A_Song_Flung_Up_to_Heaven|Wouldn't_Take_Nothing_for_My_Journey_Now|Even_the_Stars_Look_Lonesome|Hallelujah!_The_Welcome_Table|Mom_&_Me_&_Mom|Mother:_A_Cradle_to_Hold_Me|Letter_to_My_Daughter|Oh_Pray_My_Wings_Are_Gonna_Fit_Me_Well|Phenomenal_Woman:_Four_Poems_Celebrating_Women|I_Shall_Not_Be_Moved_(poetry_collection)|The_Complete_Collected_Poems_of_Maya_Angelou|Life_Doesn't_Frighten_Me
Category:Books_in_semantics,Language_in_Thought_and_Action|Meaning_and_Necessity|Language_Made_Plain|Linguistic_Semantics:_An_Introduction|Structural_Semantics_(book)|Semantics_(Saeed_book)|Nigger:_The_Strange_Career_of_a_Troublesome_Word|The_Meaning_of_Meaning|Modality_(book)|Semantic_Analysis_(book)
Category:Books_by_Terry_Garrity,The_Sensuous_Woman|The_Sensuous_Man
Category:Books_by_Nathaniel_Branden,Capitalism:_The_Unknown_Ideal|Judgment_Day:_My_Years_with_Ayn_Rand|Who_Is_Ayn_Rand?|The_Disowned_Self|The_Psychology_of_Self-Esteem|The_Six_Pillars_of_Self-Esteem
Category:Books_in_the_Opposing_Viewpoints_series,Sexual_Violence:_Opposing_Viewpoints|Terrorism:_Opposing_Viewpoints_(2004_book)|The_Death_Penalty:_Opposing_Viewpoints|Terrorism:_Opposing_Viewpoints_(2000_book)|Euthanasia:_Opposing_Viewpoints
Category:Books_about_rape,Sexual_Violence:_Opposing_Viewpoints|Tears_of_the_Desert|A_Natural_History_of_Rape|The_Evolution_of_Human_Sexuality|Against_Our_Will|Invisible_Chains|I_Never_Called_It_Rape|Obsession_(book)|King_Kong_Theory|Nobody's_Victim|From_Reverence_to_Rape|Yes_Means_Yes|The_Good_Girls:_An_Ordinary_Killing|Ordeal_(autobiography)|How_to_Say_No_to_a_Rapist_and_Survive|The_Girl:_A_Life_in_the_Shadow_of_Roman_Polanski
Category:Cengage_books,Sexual_Violence:_Opposing_Viewpoints|On_Ayn_Rand|We_Were_Soldiers_Once…_and_Young|The_Encyclopedia_of_Philosophy|Christine_(novel)|Columbia_Encyclopedia|Aristotle_and_the_Gun_and_Other_Stories|The_Eye_of_the_Heron|City_of_Bones_(Clare_novel)|City_of_Glass_(Clare_novel)|Introduction_to_Comparative_Politics|Terrorism:_Opposing_Viewpoints_(2004_book)|The_Death_Penalty:_Opposing_Viewpoints|Terrorism:_Opposing_Viewpoints_(2000_book)|Euthanasia:_Opposing_Viewpoints
Category:Books_by_Andrea_Dworkin,Intercourse_(book)|Pornography:_Men_Possessing_Women|Woman_Hating
Category:The_New_Press_books,Lies_My_Teacher_Told_Me|American_Power_and_the_New_Mandarins|The_Devil_in_Dover|Strangers_in_Their_Own_Land|By_the_Sea_(novel)|Literature_from_the_"Axis_of_Evil"|Secret_Identities:_The_Asian_American_Superhero_Anthology|Mouths_of_Rain|Understanding_Power|Thick:_And_Other_Essays|Chimes_of_Freedom:_The_Politics_of_Bob_Dylan's_Art|Under_the_Frog|The_New_Jim_Crow|Dr._Seuss_Goes_to_War|The_Pinochet_File|The_Thought_Gang|The_Empire_Strikes_Out|A_New_Leaf_(book)|Slave_Old_Man
Category:Systems_theory_books,The_Turning_Point_(book)|Atlas_of_AI|Steps_to_an_Ecology_of_Mind|2052:_A_Global_Forecast_for_the_Next_Forty_Years|Out_of_Control_(Kelly_book)|The_Fifth_Discipline|A_New_Kind_of_Science|International_Encyclopedia_of_Systems_and_Cybernetics|Systemantics|Psycho-Cybernetics|Business_Dynamics
Category:Books_by_Patricia_Crone,Hagarism|Meccan_Trade_and_the_Rise_of_Islam
Category:Books_by_Judith_Rich_Harris,The_Nurture_Assumption|No_Two_Alike
Category:Holocaust-denying_books,The_Hoax_of_the_Twentieth_Century|Imperium:_The_Philosophy_of_History_and_Politics|The_Other_Side:_The_Secret_Relationship_Between_Nazism_and_Zionism|Did_Six_Million_Really_Die?|The_Founding_Myths_of_Modern_Israel
Category:Books_by_David_Horowitz,The_Professors:_The_101_Most_Dangerous_Academics_in_America|The_Anti-Chomsky_Reader|Marx_and_Modern_Economics
Category:Books_by_David_Stove,Darwinian_Fairytales|Popper_and_After
Category:Books_by_Mark_Smith_(author),Talisman_of_Death|Sword_of_the_Samurai_(gamebook)
Category:Books_by_Jamie_Thomson,Talisman_of_Death|Sword_of_the_Samurai_(gamebook)
Category:Books_about_social_constructionism,Asylums_(book)|The_Social_Construction_of_Reality|The_Politics_of_Religious_Apostasy|Purity_and_Danger|Homosexuality:_A_Philosophical_Inquiry|Sexing_the_Body|Rules_and_Meanings|Mad_Travelers|Cynical_Theories|The_Presentation_of_Self_in_Everyday_Life|The_Polish_Peasant_in_Europe_and_America|Laboratory_Life
Category:Books_by_Erving_Goffman,Asylums_(book)|The_Presentation_of_Self_in_Everyday_Life
Category:1903_children's_books,The_Tale_of_Squirrel_Nutkin|The_Enchanted_Island_of_Yew|Tales_of_St._Austin's|The_Tailor_of_Gloucester|A_Prefect's_Uncle|Rebecca_of_Sunnybrook_Farm|The_Story_of_King_Arthur_and_His_Knights|Lisbeth_Longfrock
Category:Encounter_Books_books,The_Anti-Chomsky_Reader|Neoconservatism:_Why_We_Need_It|What_Is_Marriage?|Londonistan:_How_Britain_Is_Creating_a_Terror_State_Within|Economics_Does_Not_Lie|Black_Rednecks_and_White_Liberals|America-Lite
Category:Books_by_Immanuel_Velikovsky,Worlds_in_Collision|Ages_in_Chaos
Category:1912_children's_books,The_Tale_of_Mr._Tod|Sky_Island|Phoebe_Daring|The_Magic_World|Aunt_Jane's_Nieces_on_Vacation|Chronicles_of_Avonlea|War_of_the_Buttons_(novel)
Category:Books_by_Peter_L._Berger,The_Social_Construction_of_Reality|Invitation_to_Sociology|A_Rumor_of_Angels:_Modern_Society_and_the_Rediscovery_of_the_Supernatural
Category:University_of_Oklahoma_Press_books,The_Third_Wave:_Democratization_in_the_Late_Twentieth_Century|Blood_of_the_Prophets|It's_Your_Misfortune_and_None_of_My_Own|Historical_Atlas_of_the_American_West|The_Mountain_Meadows_Massacre_(book)|The_Wire_that_Fenced_the_West|Panzer_Battles_(book)|Harpsong
Category:Hinduism_studies_books,The_Lotus_and_the_Robot|I_Am_That|Our_Hindu_Rashtra|Hindu_Rashtra_(book)|Dictionary_of_Hindu_Lore_and_Legend|The_Goa_Inquisition|Indra's_Net_(book)|The_Principal_Upanishads|The_Battle_for_Sanskrit|Hindu_Temples:_What_Happened_to_Them|Spiritual_Heritage_of_India_(book)|A_History_of_Modern_Yoga|Invading_the_Sacred|Encyclopedia_of_Hinduism|Kali's_Child|Am_I_a_Hindu?|Hindutva:_Who_Is_a_Hindu?|The_Hindu_Pantheon
Category:Books_by_Timothy_Leary,Flashbacks_(book)|High_Priest_(book)|The_Psychedelic_Experience
Category:Books_about_LSD,High_Priest_(book)|Acid_Dreams_(book)|The_Electric_Kool-Aid_Acid_Test|The_Psychedelic_Experience|Outside_Looking_In_(novel)|God_in_a_Pill?
Category:1916_children's_books,The_Wolf_Cub's_Handbook|Rinkitink_in_Oz|Understood_Betsy|Just_David|The_King_of_Ireland's_Son|Croatian_Tales_of_Long_Ago
Category:Books_about_Muhammad_Ali,Muhammad_Ali:_His_Life_and_Times|The_Fight_(book)|The_Greatest:_My_Own_Story|King_of_the_World_(biography)|The_Soul_of_a_Butterfly|Twelve_Rounds_to_Glory|Facing_Ali_(book)
Category:University_Press_of_Kansas_books,Stopped_at_Stalingrad|Hitler's_Generals_on_Trial
Category:Books_about_schizophrenia,The_Gene_Illusion|The_Protest_Psychosis|Hidden_Valley_Road|Is_There_No_Place_on_Earth_for_Me?|Rethinking_Madness
Category:Non-fiction_books_about_acting,Building_a_Character|Creating_a_Role|The_Art_of_Coarse_Acting|A_Challenge_for_the_Actor|On_Acting|An_Actor_Prepares|My_Life_in_Art|Masks_or_Faces
Category:1833_non-fiction_books,The_Worship_of_the_Serpent|Commentaries_on_the_Constitution_of_the_United_States
Category:History_books_about_HIV/AIDS,Sexual_Ecology|And_the_Band_Played_On|28_Stories_of_AIDS_in_Africa|Let_the_Record_Show_(Schulman_book)
Category:Books_about_the_New_Left,The_New_Left:_The_Anti-Industrial_Revolution|Counterrevolution_and_Revolt|Thinkers_of_the_New_Left
Category:Books_by_Robert_Greene_(American_author),The_Art_of_Seduction|The_48_Laws_of_Power|The_50th_Law|Mastery_(book)
Category:Da_Capo_Press_books,The_Psychopathic_God|I_Put_a_Spell_on_You_(book)|Iron_John:_A_Book_About_Men|Detroit_Rock_City_(book)|I_Am_Brian_Wilson|Elliott_Smith_and_the_Big_Nothing|An_American_Trilogy_(book)|The_Aesthetics_of_Rock|The_Longest_Winter|Formosa_Betrayed_(book)|Hard_to_Handle:_The_Life_and_Death_of_the_Black_Crowes
Category:Books_by_Robert_Nozick,Philosophical_Explanations|The_Nature_of_Rationality|Invariances|The_Examined_Life|Socratic_Puzzles
Category:Books_by_S._T._Joshi,An_H._P._Lovecraft_Encyclopedia|H._P._Lovecraft:_A_Life
Category:Books_by_George_Santayana,The_Life_of_Reason|Scepticism_and_Animal_Faith|The_Realms_of_Being|The_Sense_of_Beauty|The_Last_Puritan
Category:1905_non-fiction_books,The_Life_of_Reason|Women_Painters_of_the_World|English_Hours|The_Protestant_Ethic_and_the_Spirit_of_Capitalism|The_English_House|A_History_of_All_Nations_from_the_Earliest_Times|Heretics_(book)|Tuskegee_&_Its_People|Petit_Larousse|Jokes_and_Their_Relation_to_the_Unconscious|Fundamento_de_Esperanto|The_Value_of_Science|Notable_Scottish_Trials|The_Revelation_in_Storm_and_Thunder|Bartaman_Bharat
Category:Books_by_Margaret_Singer,Crazy_Therapies|Cults_in_Our_Midst
Category:Books_by_Janja_Lalich,Crazy_Therapies|Cults_in_Our_Midst|Bounded_Choice
Category:Novels_set_in_heaven,90_Minutes_in_Heaven|The_Five_People_You_Meet_in_Heaven|The_Lovely_Bones|Sweet_Dreams_(novel)
Category:Books_about_near-death_experiences,90_Minutes_in_Heaven|Saved_by_the_Light|The_Day_That_Went_Missing|Proof_of_Heaven|Miracles_from_Heaven|The_Impossible_(book)|The_All_Souls'_Waiting_Room|Life_After_Life_(Moody_book)|Heaven_Is_for_Real|Parallel_Universes:_A_Memoir_from_the_Edges_of_Space_and_Time|The_Boy_Who_Came_Back_from_Heaven|Closer_to_the_Light
Category:Heaven_and_hell_novels,90_Minutes_in_Heaven|Belfagor_arcidiavolo|The_House_of_Hades|The_Wish_List_(novel)|The_Great_Divorce|Surface_Detail|Damned_(novel)|The_Five_People_You_Meet_in_Heaven|The_Lovely_Bones|Heck:_Where_the_Bad_Kids_Go|Hellbent_(novel)|Job:_A_Comedy_of_Justice|Letters_from_Hell|A_Night_of_Serious_Drinking|What_Dreams_May_Come_(Matheson_novel)|Sweet_Dreams_(novel)
Category:Books_by_Steven_Lukes,The_Curious_Enlightenment_of_Professor_Caritat|Marxism_and_Morality
Category:Novels_by_Eudora_Welty,The_Optimist's_Daughter|The_Shoe_Bird|The_Robber_Bridegroom_(novella)|The_Ponder_Heart|Delta_Wedding|Losing_Battles
Category:String_theory_books,The_Trouble_with_Physics|Three_Roads_to_Quantum_Gravity|Hyperspace_(book)|The_Cosmic_Landscape|The_Road_to_Reality|The_Elegant_Universe|The_Fabric_of_the_Cosmos|Warped_Passages|Knocking_on_Heaven's_Door_(book)|Higgs_Discovery
Category:Books_by_Susan_Faludi,Backlash:_The_Undeclared_War_Against_American_Women|The_Terror_Dream|Stiffed:_The_Betrayal_of_the_American_Man
Category:Books_by_Ernest_Jones,Hamlet_and_Oedipus|The_Life_and_Work_of_Sigmund_Freud
Category:Books_by_Michael_Shermer,Why_People_Believe_Weird_Things|The_Science_of_Good_and_Evil|Why_Darwin_Matters|Science_Friction_(book)|Denying_History|The_Moral_Arc
Category:Books_about_Holocaust_denial,Why_People_Believe_Weird_Things|Denying_History|Denying_the_Holocaust
Category:Books_about_genocide_denial,Why_People_Believe_Weird_Things|Denying_History|Denying_the_Holocaust|Against_a_Tide_of_Evil|Denial_of_Violence
Category:Books_by_Manuel_DeLanda,A_New_Philosophy_of_Society|War_in_the_Age_of_Intelligent_Machines
Category:Books_about_Friedrich_Nietzsche,Irrational_Man|The_Philosophy_of_Friedrich_Nietzsche|Nietzsche_and_Asian_Thought|Beyond_Selflessness|American_Nietzsche|Sacrifice_in_the_Post-Kantian_Tradition|I_Am_Dynamite!|Libidinal_Economy|Knowledge_and_Human_Interests|Nietzsche_and_Philosophy
Category:Picture_books_by_Arnold_Lobel,Fables_(Lobel_book)|Frog_and_Toad|Mouse_Soup|Frog_and_Toad_Are_Friends|Ming_Lo_Moves_the_Mountain|Frog_and_Toad_Together|Frog_and_Toad_All_Year|The_Random_House_Book_of_Mother_Goose
Category:American_television_shows_based_on_children's_books,My_Friend_Rabbit|Edgar_&_Ellen
Category:Television_shows_based_on_children's_books,My_Friend_Rabbit|Kater_Mikesch|Edgar_&_Ellen|Simon_and_the_Witch|Five_Children_and_It|Elidor|Frankenstein's_Cat|Fungus_the_Bogeyman|The_Castle_of_Adventure|Pig-Heart_Boy|Alfonso_Bonzo|Halfway_Across_the_Galaxy_and_Turn_Left
Category:Canadian_television_shows_based_on_children's_books,My_Friend_Rabbit|Edgar_&_Ellen
Category:1904_children's_books,The_Tale_of_Two_Bad_Mice|William_Tell_Told_Again|The_Marvelous_Land_of_Oz|The_Wonder_Book_of_Bible_Stories|The_Phoenix_and_the_Carpet|The_Tale_of_Benjamin_Bunny|The_Gold_Bat
Category:Moral_psychology_books,The_Science_of_Good_and_Evil|The_Moral_Animal|The_Moral_Landscape|The_Better_Angels_of_Our_Nature|The_Origin_and_Development_of_the_Moral_Ideas|The_Righteous_Mind|The_Coddling_of_the_American_Mind|Beyond_Freedom_and_Dignity|The_Origins_of_Virtue|In_a_Different_Voice|Moral_Minds|Experiments_in_Ethics|Against_Empathy|Moral_Politics_(book)|Obedience_to_Authority:_An_Experimental_View|Darwin's_Cathedral|The_Lucifer_Effect
Category:Smith_Elder_&_Co_books,Zoology_of_the_Voyage_of_H.M.S._Beagle|The_Great_Boer_War|The_King_of_the_Golden_River|Modern_Painters|The_Professor_(novel)|The_Mayor_of_Casterbridge|Jane_Eyre|The_Riddle_of_the_Sands|The_Broken_Road_(novel)
Category:Philosophy_textbooks,What_Is_This_Thing_Called_Science?|Summa_Theologica|Introduction_to_Mathematical_Philosophy|An_Introduction_to_the_Philosophy_of_Mathematics|Philosophy:_An_Introduction_to_the_Art_of_Wondering|Philosophy:_The_Quest_for_Truth
Category:Books_by_H._L._Mencken,The_Philosophy_of_Friedrich_Nietzsche|A_Book_of_Prefaces|In_Defense_of_Women|The_American_Language|George_Bernard_Shaw:_His_Plays|Menckeneana:_A_Schimpflexikon|Notes_on_Democracy
Category:Jazz_books,Beneath_the_Underdog|Straight_Life_(book)|Jazzmen|Blues_People|Sounds_Like_London|Coming_Through_Slaughter|The_Penguin_Guide_to_Jazz|Miles:_The_Autobiography|Effortless_Mastery|The_Jazz_Theory_Book|But_Beautiful:_A_Book_About_Jazz|The_Jazz_Piano_Book|Lydian_Chromatic_Concept_of_Tonal_Organization|Empire_of_Sin_(book)|All_Music_Guide_to_Jazz
Category:Massey_Lectures_books,Race_Against_Time:_Searching_for_Hope_in_AIDS-Ravaged_Africa|Like_a_Conquered_Province|Conscience_for_Change|Payback:_Debt_and_the_Shadow_Side_of_Wealth|The_Malaise_of_Modernity|Prisons_We_Choose_to_Live_Inside|A_Short_History_of_Progress|Necessary_Illusions|Player_One|Winter:_Five_Windows_on_the_Season
Category:House_of_Anansi_Press_books,Race_Against_Time:_Searching_for_Hope_in_AIDS-Ravaged_Africa|Survival:_A_Thematic_Guide_to_Canadian_Literature|Payback:_Debt_and_the_Shadow_Side_of_Wealth|The_Malaise_of_Modernity|Bella's_Tree|A_Short_History_of_Progress|Coming_Through_Slaughter|The_Immaculate_Conception_(novel)|The_Tracey_Fragments_(novel)|The_Sisters_Brothers|French_Exit_(novel)|The_Law_of_Dreams|Player_One|Winter:_Five_Windows_on_the_Season|Power_Politics_(poetry_collection)|Annabel_(Winter_novel)|Kim's_Convenience_(play)|The_Gallery_of_Lost_Species|Undermajordomo_Minor
Category:Julian_Messner_books,A_Doctor's_Report_on_Dianetics|Return_to_Peyton_Place|Peyton_Place_(novel)|Dark_Passage|Wonderful_Year|Joy_Street_(novel)
Category:Cornell_University_Press_books,The_Class_Struggle_in_the_Ancient_Greek_World|The_Fruits_of_Fascism|Perceiving_God|City_of_Strangers_(book)|Screening_Enlightenment|Final_Solutions|Curse_on_This_Country|Stalin:_The_Court_of_the_Red_Tsar|Restraint_(book)|God_and_Other_Minds|Mind_and_Madness_in_Ancient_Greece|Under_the_Black_Umbrella|The_Racial_Contract|The_Problem_of_Slavery_in_Western_Culture|Keepers_of_the_Flame:_Understanding_Amnesty_International
Category:Books_about_Thomas_Jefferson,Thomas_Jefferson:_Author_of_America|American_Sphinx|First_Principles_(book)|Jefferson_and_His_Time|The_Rose_of_Old_St._Louis|The_Unfinished_Revolution:_Education_and_Politics_in_the_Thought_of_Thomas_Jefferson
Category:Books_about_George_Orwell,Why_Orwell_Matters|Orwell's_Roses|Eric_&_Us
Category:Vintage_Books_books,The_Moral_Animal|Intelligent_Thought|Growing_Up_Absurd|A_History_of_Venice|The_Radicalism_of_the_American_Revolution|The_Hemlock_Cup|The_Erstwhile|The_Mister|Samedi_the_Deafness_(novel)|The_Curfew_(novel)|Jernigan_(1991_novel)|Breaking_and_Entering_(Williams_novel)|Death_and_Nightingales
Category:Harrington_Park_Press_books,Anything_but_Straight|Queer_Crips|Stormtrooper_Families
Category:History_books_about_Iraq,The_Might_That_Was_Assyria|The_Greatness_That_Was_Babylon|Thieves_of_Baghdad|Al-Fihrist|The_Meadows_of_Gold
Category:Books_by_H._W._F._Saggs,The_Might_That_Was_Assyria|The_Greatness_That_Was_Babylon
Category:Books_by_Stephen_C._Meyer,Explore_Evolution|Signature_in_the_Cell
Category:Books_about_The_Bell_Curve,The_Bell_Curve_Debate|Intelligence_and_How_to_Get_It|Inequality_by_Design|Measured_Lies
Category:Times_Books_books,The_Bell_Curve_Debate|Gay_Marriage_(Rauch_book)|Overthrow_(book)|ITT:_The_Management_of_Opportunity|Cyber_Rights|Scarcity:_Why_Having_Too_Little_Means_So_Much|Figments_of_Experience|Arab_and_Jew:_Wounded_Spirits_in_a_Promised_Land|Diana_in_Search_of_Herself
Category:Books_by_William_Shatner,Star_Trek_Memories|Up_Till_Now|TekWar_(novel)|TekWar|The_Return_(Shatner_novel)|Avenger_(Shatner_novel)|The_Ashes_of_Eden|Preserver_(novel)|Spectre_(novel)|Dark_Victory_(novel)|Captain's_Peril|Captain's_Blood|Captain's_Glory
Category:Algonquin_Books_books,Educating_Esmé|Water_for_Elephants|New_Stories_from_the_South|Hope_and_Other_Dangerous_Pursuits|Last_Child_in_the_Woods|How_I_Shed_My_Skin|Purple_Hibiscus|If_You_Could_Be_Mine|In_the_Time_of_the_Butterflies|Gap_Creek|Smartbomb_(book)|Dream_Boy|How_the_García_Girls_Lost_Their_Accents|A_Crime_in_the_Neighborhood|Secret_Son|Lawn_Boy_(Evison_novel)
Category:Books_about_feminism,The_Morning_After_(book)|Lean_In|Recasting_Women:_Essays_in_Colonial_History|Gender_and_International_Aid_in_Afghanistan|How_Not_to_Be_a_Boy|Femalia|The_Book_of_Gutsy_Women|Cosmic_Trigger_III:_My_Life_After_Death|Sisters_in_Law_(book)|The_Myth_of_Matriarchal_Prehistory|Ten_Thousand_Roses|History_of_Woman_Suffrage|Feminine_Capital|Unwanted_Advances|The_Woman's_Hour|Hood_Feminism|We_Demand_the_Right_to_Vote|Dead_Blondes_and_Bad_Mothers|Let_Her_Fly
Category:Virgin_Books_books,From_Atlantis_to_the_Sphinx|Who_Killed_Kennedy|Fool_the_World|The_Virgin_Book_of_British_Hit_Singles|All_Time_Top_1000_Albums|My_Life_with_Dalí
Category:Books_about_Atlantis,From_Atlantis_to_the_Sphinx|Lost_Continents|A_Dweller_on_Two_Planets|Timaeus_(dialogue)|Critias_(dialogue)|Atlantis:_The_Antediluvian_World|Ragnarok:_The_Age_of_Fire_and_Gravel|Atlantis:_The_Lost_Continent_Revealed|Hermocrates_(dialogue)
Category:Monthly_Review_Press_books,Monopoly_Capital|Labor_and_Monopoly_Capital|The_Theory_of_Capitalist_Development|Karl_Marx's_Theory_of_Revolution|Fanshen|The_Origin_of_Capitalism
Category:Books_by_Paul_Sweezy,Monopoly_Capital|The_Theory_of_Capitalist_Development
Category:Books_by_Norman_Davies,The_Isles:_A_History|Europe_at_War_1939–1945:_No_Simple_Victory|God's_Playground|Microcosm:_Portrait_of_a_Central_European_City|Europe:_A_History|Rising_'44
Category:Books_by_John_Brockman,Intelligent_Thought|What_Is_Your_Dangerous_Idea?|What_We_Believe_but_Cannot_Prove|The_Next_Fifty_Years|The_Third_Culture
Category:Books_by_George_W._Bush,A_Charge_to_Keep|41:_A_Portrait_of_My_Father|Portraits_of_Courage|Decision_Points
Category:Books_by_Jessica_Mitford,The_American_Way_of_Death|Decca:_The_Letters_of_Jessica_Mitford|The_Mitfords:_Letters_Between_Six_Sisters|Hons_and_Rebels
Category:Books_by_Daniel_Goldhagen,A_Moral_Reckoning|Hitler's_Willing_Executioners
Category:2020_graphic_novels,Naturalist_(book)|Dragon_Hoops|The_Invasion_(novel)
Category:2020s_graphic_novels,Naturalist_(book)|Dragon_Hoops|The_Invasion_(novel)|The_Visitor_(Applegate_novel)|Girl_Haven|Nubia:_Real_One
Category:University_of_Texas_Press_books,How_to_Suppress_Women's_Writing|Madonnaland|Down_in_Houston|White_Metropolis|Mojo_Hand:_The_Life_and_Music_of_Lightnin'_Hopkins|"Believing_Women"_in_Islam|Where_Heaven_and_Earth_Meet|The_Fight_to_Save_Juárez|Highland_Park_and_River_Oaks|Surrealist_Women
Category:1876_non-fiction_books,The_Effects_of_Cross_and_Self_Fertilisation_in_the_Vegetable_Kingdom|Histoire_de_la_Commune_de_1871|Modern_Magic|Old_Times_on_the_Mississippi|Svenskt_biografiskt_handlexikon|Brehms_Tierleben|The_Great_Landowners_of_Great_Britain_and_Ireland|Robert's_Rules_of_Order|Julia_E._Smith_Parker_Translation|Aamar_Jiban
Category:Books_about_environmentalism,Turtle_Island_(book)|The_End_of_Night_(book)|Love_Letter_to_the_Earth|2081:_A_Hopeful_View_of_the_Human_Future|As_Long_as_Grass_Grows|Tasmania's_Wilderness_Battles|Beyond_the_Limits|Ecotage!|Man_and_Nature|The_Dirty_Energy_Dilemma|Driving_the_Future|The_Lorax|The_Politics_of_Bones|High_Tide_in_Tucson|Small_Wonder_(essay_collection)|A_Life_on_Our_Planet|Salmon_(book)
Category:Books_by_David_Suzuki,David_Suzuki:_The_Autobiography|Tree:_A_Life_Story|The_Sacred_Balance|It's_a_Matter_of_Survival
Category:Books_by_C._Wright_Mills,The_Marxists|White_Collar:_The_American_Middle_Classes|The_Sociological_Imagination|The_Power_Elite
Category:Books_by_Erik_Erikson,Gandhi's_Truth|Young_Man_Luther|Childhood_and_Society
Category:Books_about_Mahatma_Gandhi,Gandhi's_Truth|The_Story_of_My_Experiments_with_Truth|Gandhi:_Behind_the_Mask_of_Divinity|Gandhi_Under_Cross_Examination|Gandhi_the_Man|Great_Soul:_Mahatma_Gandhi_and_His_Struggle_with_India|Gandhi_as_a_Political_Strategist|Gandhi_Before_India|The_Death_and_Afterlife_of_Mahatma_Gandhi|Gandhi:_The_Years_That_Changed_the_World|Makers_of_Modern_India
Category:Books_about_philosophy_of_economics,The_Logic_of_Life|Individualism_and_Economic_Order|How_to_Argue_with_an_Economist|The_Death_of_Economics|Debunking_Economics|Social_Choice_and_Individual_Values|Foundations_of_Economic_Analysis|How_Markets_Fail
Category:1806_books,Rhymes_for_the_Nursery|Science_of_Education_(book)|Dictionnaire_des_ouvrages_anonymes_et_pseudonymes|Magna_Britannia|The_Miseries_of_Human_Life|A_New_System_of_Domestic_Cookery|Hellenic_Nomarchy|The_Wild_Irish_Girl|Leonora_(novel)|Zofloya
Category:1800s_children's_books,Rhymes_for_the_Nursery|Des_Knaben_Wunderhorn|Tales_from_Shakespeare
Category:Books_about_same-sex_marriage,Virtually_Normal|The_Trouble_with_Normal_(book)|Same-Sex_Unions_in_Pre-Modern_Europe|What_Is_Marriage?|Gay_Marriage_(Rauch_book)|What_Is_Marriage_For?|Why_You_Should_Give_a_Damn_About_Gay_Marriage|Gay_Marriage:_For_Better_or_for_Worse?|Why_Marriage_Matters|The_Engagement_(book)|Love's_Rite
Category:Books_by_Robert_Paul_Wolff,In_Defense_of_Anarchism|A_Critique_of_Pure_Tolerance
Category:Palgrave_Macmillan_books,From_Darwin_to_Hitler|Toward_an_Anthropological_Theory_of_Value|Security_in_the_Persian_Gulf_Region|Engaging_the_Muslim_World|Political_Animals_and_Animal_Politics|The_Problem_of_Political_Authority|Ethical_Intuitionism_(book)|What_Video_Games_Have_to_Teach_Us_About_Learning_and_Literacy|The_Death_of_Britain?|Anime_from_Akira_to_Princess_Mononoke|From_Impressionism_To_Anime|India_Reloaded:_Inside_India's_Resurgent_Consumer_Market|Language_Contact_and_Lexical_Enrichment_in_Israeli_Hebrew|Tiananmen_Exiles|Phonology_(Carr_book)
Category:Books_by_J._Gordon_Melton,Encyclopedia_of_American_Religions|The_Church_of_Scientology_(Melton)
Category:Books_by_Friedrich_Hayek,The_Fatal_Conceit|The_Counter-Revolution_of_Science|The_Road_to_Serfdom|The_Constitution_of_Liberty|Individualism_and_Economic_Order|The_Denationalization_of_Money
Category:Books_by_Ken_Wilber,A_Theory_of_Everything|The_Marriage_of_Sense_and_Soul|Boomeritis
Category:Novels_about_rail_transport,Atlas_Shrugged|Peaces|The_Railway_Children|The_British_Railway_series|Fero_(novel)|Murder_on_the_Orient_Express|The_Mystery_of_the_Blue_Train|Stamboul_Train|Breakheart_Pass_(novel)|Sir_John_Magill's_Last_Journey|The_Duke_of_York's_Steps|The_Cheyne_Mystery|Death_of_a_Train|Train_Dreams|Inspector_Ghote_Goes_by_Train|La_Bête_humaine|Stop_the_Train|Second_Thoughts_(Butor_novel)|The_Train_Was_on_Time|The_Driver_(novel)
Category:Picture_books_by_Bill_Peet,The_Ant_and_the_Elephant|Encore_for_Eleanor|The_Wump_World|The_Caboose_Who_Got_Loose|Hubert's_Hair-Raising_Adventure|Kermit_the_Hermit
Category:1680_books,Patriarcha|The_Life_and_Death_of_Mr_Badman|Leabhar_Cloinne_Aodha_Buidhe
Category:Books_about_sovereignty,Patriarcha|Imperial_Rule_and_the_Politics_of_Nationalism|Rethinking_Violence|Leviathan_(Hobbes_book)|Two_Treatises_of_Government|The_Spirit_of_Law|The_Social_Contract
Category:Books_by_Anne_Morrow_Lindbergh,Gift_from_the_Sea|North_to_the_Orient|Listen!_The_Wind|The_Steep_Ascent|The_Unicorn_and_Other_Poems|Dearly_Beloved_(novel)
